,id,title,genres,TMDB_score,TMDB_vote_count,rotten_score,rotten_aud_score,revenue,release_date,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
467,652,Troy,"['Adventure', 'History', 'War']",7.1,7692,54.0,73.0,497409852,2004-05-03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
468,7131,Van Helsing,"['Horror', 'Adventure', 'Action']",6.3,4363,24.0,57.0,300257475,2004-05-05,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
469,11025,New York Minute,['Comedy'],6.1,685,11.0,47.0,21289826,2004-05-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,16617,Mindhunters,"['Mystery', 'Thriller', 'Crime']",6.5,802,24.0,57.0,21148829,2004-05-07,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
471,809,Shrek 2,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']",7.1,8907,89.0,69.0,928760770,2004-05-19,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
472,435,The Day After Tomorrow,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",6.5,5976,45.0,50.0,544272402,2004-05-26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
473,4599,Raising Helen,"['Drama', 'Comedy', 'Romance']",6.1,531,25.0,61.0,49718611,2004-05-27,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
474,11282,Harold & Kumar Go to White Castle,"['Comedy', 'Adventure']",6.5,1473,74.0,80.0,23936908,2004-05-30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,673,Harry Potter and the Prisoner of Azkaban,"['Adventure', 'Fantasy']",8.0,16204,90.0,86.0,789804554,2004-05-31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
476,9890,The Stepford Wives,"['Comedy', 'Science Fiction', 'Horror', 'Thriller']",5.6,968,67.0,65.0,102000000,2004-06-10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
477,8920,Garfield,"['Animation', 'Comedy', 'Family']",5.6,2869,,,200804534,2004-06-10,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
478,2789,The Chronicles of Riddick,"['Action', 'Science Fiction']",6.5,3010,29.0,65.0,115772733,2004-06-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
479,8193,Napoleon Dynamite,['Comedy'],6.8,1280,72.0,74.0,46118097,2004-06-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,10204,Around the World in 80 Days,"['Action', 'Adventure', 'Comedy']",5.9,1824,32.0,34.0,72178895,2004-06-16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,594,The Terminal,"['Comedy', 'Drama']",7.3,5703,61.0,74.0,219417255,2004-06-17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
482,9472,DodgeBall: A True Underdog Story,['Comedy'],6.3,2544,71.0,76.0,167722310,2004-06-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,12153,White Chicks,"['Comedy', 'Crime']",6.9,2575,15.0,55.0,113086475,2004-06-23,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,558,Spider-Man 2,"['Action', 'Adventure', 'Fantasy']",7.1,10886,93.0,82.0,783766341,2004-06-25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
485,1777,Fahrenheit 9/11,['Documentary'],7.1,1025,82.0,70.0,119114517,2004-06-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
486,11036,The Notebook,"['Romance', 'Drama']",7.9,8746,67.0,67.0,115603229,2004-06-25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
487,3040,Night Watch,"['Fantasy', 'Action', 'Thriller']",6.2,484,38.0,62.0,50336279,2004-06-27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
488,9477,King Arthur,"['Adventure', 'War', 'History', 'Action']",6.2,2039,31.0,59.0,203567857,2004-07-07,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
489,8699,Anchorman: The Legend of Ron Burgundy,['Comedy'],6.7,3127,66.0,86.0,90574188,2004-07-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,11247,A Cinderella Story,['Comedy'],6.5,2514,12.0,53.0,70067909,2004-07-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,2048,"I, Robot","['Action', 'Science Fiction']",6.9,9177,56.0,70.0,347234916,2004-07-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
492,314,Catwoman,"['Action', 'Fantasy', 'Mystery']",4.6,2507,9.0,18.0,82102379,2004-07-22,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
493,2502,The Bourne Supremacy,"['Action', 'Drama', 'Thriller']",7.3,5755,82.0,90.0,288500217,2004-07-23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
494,401,Garden State,"['Comedy', 'Drama', 'Romance']",7.2,1326,86.0,88.0,26781723,2004-07-28,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
495,6947,The Village,"['Drama', 'Mystery', 'Thriller']",6.4,2960,43.0,57.0,256697520,2004-07-30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
496,14462,The Manchurian Candidate,"['Drama', 'Thriller', 'Mystery']",6.4,1078,80.0,63.0,96105964,2004-07-30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
497,1538,Collateral,"['Drama', 'Crime', 'Thriller']",7.2,3828,86.0,84.0,217764291,2004-08-04,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
498,83,Open Water,"['Drama', 'Thriller', 'Horror']",5.5,794,71.0,33.0,54667954,2004-08-06,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
499,11130,The Princess Diaries 2: Royal Engagement,"['Comedy', 'Drama', 'Family', 'Romance']",6.6,2548,26.0,59.0,134734481,2004-08-06,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
500,14024,Raise Your Voice,"['Music', 'Drama', 'Romance']",6.5,694,15.0,71.0,14867514,2004-08-10,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
501,395,AVP: Alien vs. Predator,"['Adventure', 'Science Fiction', 'Action', 'Horror']",5.8,3087,20.0,39.0,177427090,2004-08-12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
502,10762,Without a Paddle,"['Action', 'Adventure', 'Comedy', 'Thriller']",5.5,445,14.0,68.0,69631118,2004-08-20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
503,11026,Exorcist: The Beginning,"['Horror', 'Mystery', 'Thriller']",5.3,517,10.0,27.0,78000586,2004-08-20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
504,1913,The Sea Inside,['Drama'],7.6,636,,,38535221,2004-09-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
505,11208,Wicker Park,"['Drama', 'Mystery', 'Romance', 'Thriller']",6.9,486,27.0,79.0,13001257,2004-09-03,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
506,9759,Cellular,"['Thriller', 'Action']",6.3,1367,55.0,59.0,56422687,2004-09-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
507,613,Downfall,"['Drama', 'History', 'War']",7.8,2661,,,92180910,2004-09-08,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
508,17111,Shutter,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",7.2,661,9.0,33.0,0,2004-09-09,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
509,1577,Resident Evil: Apocalypse,"['Horror', 'Action', 'Science Fiction']",6.3,3101,19.0,60.0,129394835,2004-09-10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
510,1599,I ♥ Huckabees,"['Comedy', 'Romance']",6.3,462,63.0,75.0,0,2004-09-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
511,11823,Wimbledon,"['Comedy', 'Romance']",6.2,731,61.0,57.0,41512007,2004-09-13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
512,5137,Sky Captain and the World of Tomorrow,"['Mystery', 'Action', 'Thriller', 'Science Fiction', 'Adventure']",5.8,910,70.0,46.0,57958696,2004-09-17,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
513,10555,Shark Tale,"['Animation', 'Action', 'Comedy', 'Family']",6.0,5025,36.0,46.0,367275019,2004-09-20,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
514,10145,The Forgotten,"['Drama', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",6.0,837,32.0,36.0,117592831,2004-09-24,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
515,13969,First Daughter,"['Comedy', 'Drama', 'Family', 'Romance']",6.1,612,8.0,43.0,0,2004-09-24,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
516,844,2046,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']",7.2,535,86.0,85.0,19271312,2004-09-29,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
517,4836,Layer Cake,"['Drama', 'Thriller', 'Crime']",7.0,1375,80.0,85.0,11850214,2004-09-30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
518,176,Saw,"['Horror', 'Mystery', 'Crime']",7.4,6608,51.0,84.0,103911669,2004-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
519,11128,Ladder 49,"['Drama', 'Action', 'Thriller']",6.4,557,41.0,81.0,74541707,2004-10-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
520,11045,Taxi,"['Action', 'Comedy', 'Thriller', 'Crime']",5.5,709,9.0,43.0,71255003,2004-10-06,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
521,14337,Primer,"['Science Fiction', 'Drama', 'Thriller']",6.9,1526,72.0,79.0,545436,2004-10-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
522,4380,Shall We Dance?,"['Drama', 'Romance', 'Comedy']",6.3,901,47.0,57.0,170128460,2004-10-15,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
523,438,Cube Zero,"['Mystery', 'Science Fiction', 'Thriller']",5.7,717,,,0,2004-10-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
524,866,Finding Neverland,['Drama'],7.3,2906,83.0,87.0,116766556,2004-10-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
525,1970,The Grudge,"['Horror', 'Mystery', 'Thriller']",5.9,2195,21.0,23.0,183474602,2004-10-22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
526,8849,Alfie,"['Comedy', 'Drama', 'Romance']",5.7,624,48.0,51.0,35060882,2004-10-22,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
527,9675,Sideways,"['Comedy', 'Drama', 'Romance']",7.0,1126,97.0,79.0,109502303,2004-10-22,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
528,2841,A Very Long Engagement,"['Drama', 'Romance', 'War']",7.3,832,78.0,85.0,0,2004-10-26,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
529,9806,The Incredibles,"['Action', 'Adventure', 'Animation', 'Family']",7.7,13949,97.0,75.0,631442092,2004-10-27,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
530,1677,Ray,"['Drama', 'Music']",7.4,1357,79.0,87.0,124731534,2004-10-29,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
531,10740,Birth,"['Drama', 'Mystery', 'Romance']",5.9,447,38.0,43.0,0,2004-10-29,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
532,10045,District 13,"['Action', 'Thriller', 'Science Fiction']",6.7,1327,,,9584131,2004-11-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
533,5255,The Polar Express,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",6.7,4562,56.0,63.0,310634054,2004-11-10,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
534,9801,Bridget Jones: The Edge of Reason,"['Comedy', 'Romance']",6.3,2153,27.0,60.0,262500000,2004-11-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
535,11249,Seed of Chucky,['Horror'],5.4,998,34.0,38.0,24829644,2004-11-11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
536,10589,After the Sunset,"['Action', 'Comedy', 'Crime', 'Drama']",6.2,513,18.0,52.0,61347797,2004-11-12,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
537,11836,The SpongeBob SquarePants Movie,"['Animation', 'Comedy', 'Family', 'Fantasy']",6.9,2047,68.0,78.0,140161792,2004-11-14,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
538,4935,Howl's Moving Castle,"['Fantasy', 'Animation', 'Adventure']",8.4,6406,87.0,93.0,236049757,2004-11-19,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
539,2059,National Treasure,"['Adventure', 'Action', 'Thriller', 'Mystery']",6.6,4774,46.0,76.0,347512318,2004-11-19,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
540,1966,Alexander,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']",5.9,2495,16.0,35.0,167298192,2004-11-21,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
541,13673,Christmas with the Kranks,"['Comedy', 'Family']",5.9,720,5.0,38.0,0,2004-11-24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
542,2288,Closer,['Drama'],6.8,2417,68.0,81.0,115505027,2004-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
543,9833,The Phantom of the Opera,"['Thriller', 'Drama', 'Romance']",7.3,1193,,,154648887,2004-12-08,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
544,36648,Blade: Trinity,"['Action', 'Horror', 'Fantasy']",5.9,2852,25.0,59.0,128905366,2004-12-08,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
545,163,Ocean's Twelve,"['Thriller', 'Crime']",6.5,5507,54.0,60.0,362744280,2004-12-09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
546,421,The Life Aquatic with Steve Zissou,"['Adventure', 'Comedy', 'Drama']",7.2,1981,56.0,82.0,34808403,2004-12-10,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
547,70,Million Dollar Baby,['Drama'],8.0,7055,90.0,90.0,216763646,2004-12-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
548,11774,Lemony Snicket's A Series of Unfortunate Events,"['Adventure', 'Comedy', 'Family']",6.8,4000,72.0,63.0,209073645,2004-12-16,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
549,2567,The Aviator,['Drama'],7.2,3943,20.0,41.0,213700000,2004-12-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
550,11866,Flight of the Phoenix,"['Action', 'Adventure', 'Drama', 'Thriller']",6.0,606,30.0,40.0,21009180,2004-12-17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
551,2539,Spanglish,['Comedy'],5.9,946,53.0,60.0,55041367,2004-12-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,693,Meet the Fockers,"['Comedy', 'Romance']",6.2,3626,38.0,58.0,516642939,2004-12-22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
553,9885,Wolf Creek,"['Horror', 'Thriller']",6.2,762,53.0,49.0,27762648,2005-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
554,6439,Racing Stripes,['Comedy'],5.8,446,35.0,42.0,90754475,2005-01-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,11804,White Noise,"['Drama', 'Horror', 'Thriller']",5.6,596,7.0,31.0,91196419,2005-01-07,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
556,9947,Elektra,"['Action', 'Fantasy', 'Science Fiction']",5.0,1736,11.0,29.0,56681566,2005-01-13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
557,2652,Hard Candy,"['Drama', 'Thriller']",6.8,1903,,,7022209,2005-01-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
558,7214,Coach Carter,"['Drama', 'History']",7.5,1822,64.0,85.0,76669806,2005-01-14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
559,5289,Chaos,"['Drama', 'Action', 'Crime']",6.3,719,5.0,23.0,10289,2005-01-17,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
560,8978,Assault on Precinct 13,['Thriller'],6.1,723,59.0,48.0,35294470,2005-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
561,11637,Are We There Yet?,"['Family', 'Adventure', 'Comedy', 'Romance']",5.5,669,12.0,45.0,97918663,2005-01-20,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
562,1667,March of the Penguins,"['Documentary', 'Family']",7.0,833,94.0,81.0,127392239,2005-01-26,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
563,11096,Hide and Seek,"['Horror', 'Mystery', 'Thriller']",6.4,1175,13.0,50.0,122650962,2005-01-27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
564,12142,Alone in the Dark,"['Action', 'Fantasy', 'Horror', 'Thriller']",3.3,405,1.0,11.0,12693645,2005-01-28,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
565,10027,Unleashed,"['Action', 'Crime']",6.9,1393,66.0,75.0,50871113,2005-02-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,8968,Boogeyman,"['Thriller', 'Horror', 'Drama', 'Mystery']",4.9,522,13.0,21.0,67192859,2005-02-04,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
567,6961,The Wedding Date,"['Comedy', 'Romance']",6.8,882,11.0,67.0,47175038,2005-02-04,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
568,561,Constantine,"['Fantasy', 'Action', 'Horror']",6.9,4923,46.0,72.0,230884728,2005-02-08,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
569,8488,Hitch,"['Comedy', 'Drama', 'Romance']",6.5,4444,69.0,62.0,368100420,2005-02-11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
570,9701,North Country,['Drama'],7.1,413,69.0,76.0,25224242,2005-02-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
571,10214,Son of the Mask,"['Fantasy', 'Comedy', 'Family', 'Adventure']",4.1,1288,6.0,16.0,0,2005-02-18,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
572,10012,Cursed,"['Horror', 'Comedy']",5.4,438,16.0,30.0,19294901,2005-02-25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
573,4551,Be Cool,"['Comedy', 'Crime']",5.4,656,30.0,42.0,95226116,2005-03-04,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,9667,The Jacket,"['Thriller', 'Mystery', 'Drama']",6.9,1037,44.0,73.0,21733230,2005-03-04,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
575,10022,The Pacifier,"['Comedy', 'Family']",6.1,2322,21.0,58.0,198636868,2005-03-04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
576,2026,Hostage,"['Action', 'Thriller', 'Crime']",6.3,1199,35.0,62.0,77944725,2005-03-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577,9928,Robots,"['Animation', 'Comedy', 'Family', 'Science Fiction']",6.4,3475,64.0,53.0,262511490,2005-03-10,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
578,10320,The Ring Two,"['Drama', 'Horror', 'Thriller']",5.7,1704,20.0,33.0,161451538,2005-03-17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
579,13374,Ice Princess,"['Family', 'Drama', 'Comedy']",6.3,722,52.0,58.0,27645491,2005-03-17,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
580,11638,Guess Who,"['Comedy', 'Romance']",5.9,671,42.0,49.0,68915888,2005-03-25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
581,14175,Valiant,"['Animation', 'Family', 'Adventure', 'Comedy', 'War']",5.5,649,32.0,29.0,61746888,2005-03-25,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
582,187,Sin City,"['Thriller', 'Action', 'Crime']",7.4,6178,77.0,78.0,158733820,2005-04-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
583,11431,Fever Pitch,"['Comedy', 'Drama', 'Romance']",6.1,496,65.0,60.0,0,2005-04-06,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
584,7364,Sahara,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",5.8,1029,38.0,53.0,119269486,2005-04-06,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
585,179,The Interpreter,"['Crime', 'Thriller']",6.3,1005,57.0,54.0,162944923,2005-04-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
586,10065,The Amityville Horror,['Horror'],6.1,1598,23.0,52.0,108047131,2005-04-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
587,1023,Adam's Apples,"['Drama', 'Comedy', 'Crime']",7.5,455,,,0,2005-04-15,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
588,8976,A Lot Like Love,"['Comedy', 'Drama', 'Romance']",6.8,1019,41.0,77.0,42886719,2005-04-21,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
589,11679,xXx: State of the Union,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",5.0,1378,17.0,32.0,71073932,2005-04-27,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
590,7453,The Hitchhiker's Guide to the Galaxy,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",6.7,2986,60.0,65.0,104478416,2005-04-28,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
591,10066,House of Wax,"['Horror', 'Drama']",5.9,2083,26.0,42.0,68766121,2005-04-30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
592,1495,Kingdom of Heaven,"['Drama', 'Action', 'Adventure', 'History', 'War']",6.8,2955,39.0,72.0,211643158,2005-05-03,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
593,1640,Crash,['Drama'],7.3,2568,,,98410061,2005-05-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
594,9981,Kicking & Screaming,"['Comedy', 'Family']",5.8,457,41.0,43.0,56070433,2005-05-13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
595,4379,Monster-in-Law,"['Romance', 'Comedy']",6.2,1222,18.0,55.0,154749918,2005-05-13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
596,1895,Star Wars: Episode III - Revenge of the Sith,"['Science Fiction', 'Adventure', 'Action']",7.3,10351,80.0,66.0,850000000,2005-05-17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
597,953,Madagascar,"['Family', 'Animation', 'Adventure', 'Comedy']",6.9,8321,54.0,66.0,542063846,2005-05-25,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
598,9291,The Longest Yard,"['Comedy', 'Drama']",6.6,2380,31.0,62.0,190320568,2005-05-27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
599,9779,The Sisterhood of the Traveling Pants,"['Drama', 'Comedy']",6.5,1059,77.0,78.0,39053061,2005-06-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
600,921,Cinderella Man,"['Romance', 'Drama', 'History']",7.5,1569,80.0,91.0,108539911,2005-06-02,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
601,9787,Lords of Dogtown,"['Drama', 'Action']",7.1,536,55.0,81.0,13411957,2005-06-03,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
602,787,Mr. & Mrs. Smith,"['Action', 'Comedy', 'Drama', 'Thriller']",6.7,7803,60.0,58.0,478207520,2005-06-07,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
603,272,Batman Begins,"['Action', 'Crime', 'Drama']",7.7,16156,84.0,94.0,374218673,2005-06-10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
604,14199,The Adventures of Sharkboy and Lavagirl,"['Adventure', 'Family', 'Science Fiction']",5.1,1070,19.0,33.0,71992655,2005-06-10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
605,1826,Russian Dolls,"['Comedy', 'Drama', 'Romance']",6.7,479,,,23727301,2005-06-15,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
606,9722,Bewitched,"['Comedy', 'Fantasy', 'Romance']",5.0,1191,24.0,28.0,131426169,2005-06-21,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
607,11451,Herbie Fully Loaded,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",5.6,1749,40.0,38.0,66002004,2005-06-22,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
608,11683,Land of the Dead,"['Horror', 'Science Fiction', 'Thriller']",6.2,1055,74.0,51.0,46770602,2005-06-24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
609,74,War of the Worlds,"['Adventure', 'Thriller', 'Science Fiction']",6.4,6215,75.0,42.0,603873119,2005-06-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
610,9738,Fantastic Four,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",5.8,7434,27.0,45.0,333535934,2005-06-29,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
611,9009,Dark Water,['Horror'],5.5,686,47.0,28.0,25473093,2005-07-08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
