,id,title,genres,TMDB_score,TMDB_vote_count,rotten_score,rotten_aud_score,revenue,release_date,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
1294,19959,Surrogates,"['Science Fiction', 'Action', 'Thriller']",6.1,2397,37.0,38.0,122444772,2009-09-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1295,23827,Paranormal Activity,"['Horror', 'Mystery']",6.0,3771,83.0,57.0,194183034,2009-09-25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1296,22832,Ninja Assassin,"['Action', 'Thriller']",6.5,993,26.0,54.0,60462347,2009-09-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1297,12573,A Serious Man,"['Comedy', 'Drama']",6.8,1467,89.0,68.0,31430334,2009-09-30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1298,19901,Daybreakers,"['Action', 'Fantasy', 'Horror', 'Science Fiction']",6.2,1358,,,51416464,2009-10-01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1299,8054,The Imaginarium of Doctor Parnassus,"['Adventure', 'Fantasy', 'Mystery']",6.4,2134,64.0,60.0,64352607,2009-10-01,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1300,37707,Splice,"['Horror', 'Thriller', 'Science Fiction']",5.7,1589,,,0,2009-10-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1301,37903,The White Ribbon,"['Drama', 'Mystery']",7.5,706,86.0,79.0,11652157,2009-10-06,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1302,19908,Zombieland,"['Comedy', 'Horror']",7.3,9430,89.0,86.0,102391540,2009-10-07,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1303,14161,2012,"['Action', 'Adventure', 'Science Fiction']",5.8,9660,39.0,47.0,791217826,2009-10-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1304,34480,The Descent: Part 2,"['Adventure', 'Horror', 'Thriller']",6.0,714,,,7048886,2009-10-14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1305,16577,Astro Boy,"['Animation', 'Action', 'Family', 'Science Fiction']",6.3,1101,50.0,50.0,19551067,2009-10-15,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1306,22803,Law Abiding Citizen,"['Drama', 'Crime', 'Thriller']",7.3,3579,26.0,75.0,126690726,2009-10-15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1307,26466,Triangle,['Horror'],6.9,1644,80.0,66.0,1594955,2009-10-16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1308,16523,Where the Wild Things Are,"['Family', 'Fantasy', 'Science Fiction']",6.5,1360,73.0,57.0,100086793,2009-10-16,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1309,19904,The Stepfather,"['Horror', 'Thriller']",5.7,559,11.0,34.0,31198531,2009-10-16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1310,24804,Black Dynamite,"['Comedy', 'Action']",7.2,416,83.0,85.0,296557,2009-10-16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,10313,The Men Who Stare at Goats,"['Comedy', 'War']",5.9,1667,51.0,39.0,68729358,2009-10-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1312,34653,A Single Man,"['Romance', 'Drama']",7.3,1163,86.0,81.0,24964890,2009-10-19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1313,23823,Wrong Turn 3: Left for Dead,"['Horror', 'Thriller']",5.5,714,,,0,2009-10-20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1314,35026,Lucky Luke,"['Comedy', 'Western', 'Adventure']",4.5,413,,,0,2009-10-21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1315,22804,Saw VI,"['Horror', 'Mystery']",6.3,2204,40.0,55.0,68233629,2009-10-22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1316,10315,Fantastic Mr. Fox,"['Adventure', 'Animation', 'Comedy', 'Family']",7.7,3593,93.0,85.0,46471023,2009-10-23,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1317,24418,Cirque du Freak: The Vampire's Assistant,"['Adventure', 'Fantasy', 'Action', 'Thriller']",5.7,804,38.0,42.0,28169671,2009-10-23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1318,13576,This Is It,"['Music', 'Documentary']",7.1,664,,,261200000,2009-10-28,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1319,24684,An Education,"['Drama', 'Romance']",6.9,973,93.0,80.0,26096852,2009-10-29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1320,17979,A Christmas Carol,"['Animation', 'Family', 'Drama', 'Fantasy']",6.8,3434,,,325286646,2009-11-04,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1321,31011,Mr. Nobody,"['Science Fiction', 'Drama', 'Romance', 'Fantasy']",7.9,4681,,,2331721,2009-11-06,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1322,25793,Precious,['Drama'],7.3,1196,,,47536959,2009-11-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1323,33273,Cell 211,"['Action', 'Thriller', 'Drama']",7.5,862,,,19300483,2009-11-06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1324,22824,The Fourth Kind,"['Mystery', 'Science Fiction', 'Thriller']",6.1,1128,18.0,41.0,47709193,2009-11-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1325,36419,After.Life,"['Drama', 'Horror', 'Mystery', 'Thriller']",6.1,748,,,3606395,2009-11-07,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1326,25941,Harry Brown,"['Thriller', 'Crime', 'Drama', 'Action']",6.8,699,,,10329747,2009-11-11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1327,18239,The Twilight Saga: New Moon,"['Adventure', 'Fantasy', 'Drama', 'Romance']",6.0,7275,28.0,61.0,709827462,2009-11-18,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1328,16866,Planet 51,"['Family', 'Comedy', 'Science Fiction', 'Adventure', 'Animation']",5.8,1520,23.0,40.0,104945765,2009-11-19,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1329,22881,The Blind Side,['Drama'],7.6,4443,66.0,85.0,309208309,2009-11-20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1330,22949,Old Dogs,"['Comedy', 'Family']",5.5,525,5.0,44.0,96753696,2009-11-24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1331,22821,The Boondock Saints II: All Saints Day,"['Action', 'Thriller', 'Crime']",6.0,528,23.0,58.0,10629321,2009-11-24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1332,20766,The Road,"['Adventure', 'Drama']",7.0,2720,74.0,68.0,27635305,2009-11-25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1333,26505,Arthur and the Revenge of Maltazard,"['Adventure', 'Fantasy', 'Animation', 'Family']",5.7,1344,14.0,,0,2009-11-26,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1334,33613,The Girl Who Kicked the Hornet's Nest,"['Action', 'Thriller', 'Crime', 'Mystery']",7.1,998,,,43498108,2009-11-27,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1335,10197,Nine,"['Drama', 'Music', 'Romance']",5.6,442,39.0,37.0,53825515,2009-12-03,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1336,4597,Armored,"['Action', 'Crime', 'Drama', 'Thriller', 'Mystery']",5.7,471,40.0,31.0,22942221,2009-12-04,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1337,26171,Everybody's Fine,['Drama'],6.7,688,48.0,53.0,16443609,2009-12-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1338,10198,The Princess and the Frog,"['Romance', 'Family', 'Animation']",7.1,4009,85.0,74.0,270997378,2009-12-08,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1339,19995,Avatar,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",7.5,23458,82.0,82.0,2787965087,2009-12-10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1340,22954,Invictus,"['Drama', 'History']",7.2,3140,76.0,75.0,122233971,2009-12-10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1341,25196,Crazy Heart,"['Drama', 'Music', 'Romance']",6.9,694,90.0,76.0,47405566,2009-12-16,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1342,24438,Did You Hear About the Morgans?,['Comedy'],5.4,749,12.0,27.0,85280250,2009-12-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,23398,Alvin and the Chipmunks: The Squeakquel,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",5.7,2169,20.0,49.0,443140005,2009-12-21,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1344,22897,It's Complicated,"['Comedy', 'Romance']",6.5,1042,58.0,60.0,219103655,2009-12-23,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1345,20453,3 Idiots,"['Drama', 'Comedy']",8.0,1619,100.0,93.0,70000000,2009-12-23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1346,10528,Sherlock Holmes,"['Action', 'Adventure', 'Crime', 'Mystery']",7.2,11393,69.0,77.0,524028679,2009-12-23,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1347,25195,Leap Year,"['Romance', 'Comedy']",6.9,1540,23.0,47.0,29922472,2010-01-08,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1348,20504,The Book of Eli,"['Action', 'Thriller', 'Science Fiction']",6.8,4643,46.0,64.0,157107755,2010-01-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1349,44040,Devil,"['Horror', 'Mystery', 'Thriller']",6.0,2155,49.0,43.0,33583175,2010-01-13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1350,23023,Tooth Fairy,"['Comedy', 'Family', 'Fantasy']",5.5,1522,,,112462508,2010-01-14,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1351,23172,The Spy Next Door,"['Action', 'Comedy', 'Family']",5.8,937,12.0,40.0,45236543,2010-01-15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1352,22894,Legion,"['Horror', 'Action', 'Fantasy']",5.7,1820,19.0,31.0,67918658,2010-01-21,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1353,44835,Hesher,['Drama'],6.8,470,,,449702,2010-01-22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1354,46838,Tucker and Dale vs. Evil,"['Comedy', 'Horror']",7.3,1968,,,5224938,2010-01-22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1355,12201,Edge of Darkness,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.3,1097,55.0,49.0,81126522,2010-01-28,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1356,13477,When in Rome,"['Comedy', 'Fantasy', 'Romance']",6.0,961,17.0,41.0,43042835,2010-01-29,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1357,32657,Percy Jackson & the Olympians: The Lightning Thief,"['Adventure', 'Fantasy', 'Family']",6.2,5782,49.0,53.0,226497209,2010-02-01,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1358,26389,From Paris with Love,"['Action', 'Crime', 'Thriller']",6.2,1458,38.0,54.0,52826594,2010-02-04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1359,22971,Dear John,"['Drama', 'Romance', 'War']",6.9,3489,28.0,55.0,114977104,2010-02-04,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1360,32856,Valentine's Day,"['Comedy', 'Romance']",5.9,2499,18.0,47.0,216485654,2010-02-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1361,7978,The Wolfman,"['Horror', 'History', 'Drama', 'Thriller']",5.8,1438,34.0,33.0,0,2010-02-10,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
1362,26022,My Name Is Khan,"['Drama', 'Romance']",8.1,862,85.0,83.0,42345360,2010-02-11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1363,11439,The Ghost Writer,"['Thriller', 'Mystery']",6.8,1580,84.0,70.0,60331447,2010-02-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1364,40794,Loose Cannons,"['Comedy', 'Drama', 'Romance']",7.4,570,,,8220215,2010-02-12,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1365,11324,Shutter Island,"['Drama', 'Thriller', 'Mystery']",8.2,17917,68.0,77.0,294800000,2010-02-14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1366,23759,Centurion,"['Adventure', 'Action', 'Drama']",6.2,1005,61.0,43.0,6890432,2010-02-15,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1367,41201,The Illusionist,"['Animation', 'Drama']",7.3,405,,,6007194,2010-02-16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1368,37414,The Killer Inside Me,"['Crime', 'Drama', 'Thriller']",5.9,412,55.0,40.0,0,2010-02-19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1369,23742,Cop Out,"['Action', 'Comedy', 'Crime']",5.6,1113,19.0,39.0,55583804,2010-02-26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,29427,The Crazies,"['Mystery', 'Horror', 'Action']",6.2,1436,70.0,56.0,54956140,2010-02-26,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1371,12155,Alice in Wonderland,"['Family', 'Fantasy', 'Adventure']",6.6,11264,51.0,55.0,1025467110,2010-03-03,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1372,41411,The Round Up,"['Drama', 'History', 'War']",7.6,811,,,25346148,2010-03-10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1373,10191,How to Train Your Dragon,"['Fantasy', 'Adventure', 'Animation', 'Family']",7.8,10041,99.0,91.0,494878759,2010-03-10,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1374,22972,Green Zone,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",6.5,1652,53.0,57.0,94882889,2010-03-11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1375,34016,She's Out of My League,"['Comedy', 'Romance']",6.3,1504,58.0,59.0,49779728,2010-03-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1376,23169,Remember Me,"['Drama', 'Romance']",7.1,2943,27.0,69.0,56032889,2010-03-12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1377,27573,The Bounty Hunter,"['Comedy', 'Action', 'Drama']",5.8,2189,12.0,51.0,136000000,2010-03-16,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1378,41211,Heartbreaker,"['Romance', 'Comedy']",6.6,1038,,,47355187,2010-03-17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1379,31867,Repo Men,"['Action', 'Science Fiction', 'Thriller', 'Crime']",6.3,1396,22.0,41.0,18409891,2010-03-18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1380,27586,The Runaways,"['Drama', 'Music']",6.4,605,69.0,55.0,2995811,2010-03-19,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1381,33217,Diary of a Wimpy Kid,"['Comedy', 'Family']",6.1,1094,54.0,49.0,76196538,2010-03-19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1382,42194,TEKKEN,"['Crime', 'Drama', 'Action', 'Thriller', 'Science Fiction']",5.4,483,,,967000,2010-03-20,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1383,23483,Kick-Ass,"['Action', 'Crime']",7.1,9380,76.0,81.0,96188903,2010-03-22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,37645,22 Bullets,"['Drama', 'Crime', 'Thriller']",6.6,840,,,0,2010-03-23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1385,23048,Hot Tub Time Machine,"['Science Fiction', 'Comedy', 'Adventure']",6.0,1829,64.0,56.0,64572262,2010-03-26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1386,35019,Nanny McPhee and the Big Bang,"['Comedy', 'Fantasy', 'Family']",6.3,1366,75.0,55.0,123276807,2010-03-26,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1387,41505,6 Souls,"['Horror', 'Mystery', 'Thriller']",6.0,523,,,851517,2010-03-27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1388,35690,The Last Song,"['Drama', 'Family', 'Romance']",7.2,2884,20.0,66.0,89137047,2010-03-31,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1389,18823,Clash of the Titans,"['Adventure', 'Fantasy', 'Action']",5.8,4869,27.0,40.0,493214993,2010-04-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1390,35169,Furry Vengeance,"['Family', 'Comedy', 'Fantasy']",4.9,448,7.0,32.0,36236710,2010-04-02,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1391,35056,Date Night,['Comedy'],6.1,2206,66.0,55.0,152263880,2010-04-08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,35552,The Extraordinary Adventures of Adèle Blanc-Sec,"['Fantasy', 'Adventure', 'Action', 'Mystery']",6.1,967,85.0,54.0,34100000,2010-04-09,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1393,34803,Death at a Funeral,['Comedy'],5.7,677,43.0,45.0,49050886,2010-04-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,41479,The Joneses,"['Comedy', 'Drama']",6.2,427,62.0,47.0,7022728,2010-04-16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1395,38277,Camping 2,['Comedy'],4.8,518,,,0,2010-04-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,34806,The Back-Up Plan,"['Comedy', 'Romance']",6.1,1133,17.0,46.0,77477008,2010-04-23,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1397,34813,The Losers,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",6.3,1251,48.0,54.0,23580000,2010-04-23,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1398,10138,Iron Man 2,"['Adventure', 'Action', 'Science Fiction']",6.8,16188,72.0,71.0,623933331,2010-04-28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1399,37472,Ip Man 2,"['Action', 'History', 'Drama']",7.4,1584,72.0,71.0,36000000,2010-04-29,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1400,23437,A Nightmare on Elm Street,"['Horror', 'Mystery', 'Thriller']",5.5,1988,15.0,43.0,115664037,2010-04-30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1401,37495,Four Lions,"['Comedy', 'Crime', 'Drama']",7.0,827,83.0,80.0,4658570,2010-05-07,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1402,41210,The Switch,"['Comedy', 'Romance', 'Drama']",6.2,1409,52.0,44.0,49830607,2010-05-11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1403,20662,Robin Hood,"['Adventure', 'Action', 'Drama']",6.4,3476,43.0,58.0,321669741,2010-05-12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1404,37056,Letters to Juliet,"['Comedy', 'Drama', 'Romance']",7.0,2344,42.0,62.0,82148538,2010-05-13,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1405,10192,Shrek Forever After,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",6.3,5402,58.0,54.0,752600867,2010-05-16,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1406,9543,Prince of Persia: The Sands of Time,"['Adventure', 'Fantasy', 'Action']",6.2,5323,37.0,58.0,335154643,2010-05-19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1407,38363,Fair Game,"['Drama', 'Thriller']",6.5,546,79.0,65.0,25806953,2010-05-20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1408,38234,Undisputed III: Redemption,"['Action', 'Thriller']",7.5,521,,,0,2010-05-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1409,38031,You Will Meet a Tall Dark Stranger,"['Comedy', 'Drama', 'Romance']",5.9,635,46.0,34.0,0,2010-05-23,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1410,37786,Sex and the City 2,"['Comedy', 'Drama', 'Romance']",6.1,1267,16.0,43.0,288347692,2010-05-26,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1411,44629,Animal Kingdom,"['Drama', 'Thriller', 'Crime', 'Mystery']",6.8,570,94.0,83.0,1000000,2010-06-03,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1412,32823,Get Him to the Greek,"['Comedy', 'Adventure', 'Music']",5.9,1303,,,90029656,2010-06-04,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1413,37821,Killers,"['Action', 'Comedy', 'Thriller', 'Romance']",5.9,1764,10.0,41.0,98159963,2010-06-04,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1414,38579,Marmaduke,"['Family', 'Comedy']",5.3,550,9.0,42.0,83761844,2010-06-04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1415,34544,The A-Team,"['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']",6.4,3538,49.0,66.0,177238796,2010-06-09,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1416,38575,The Karate Kid,"['Action', 'Adventure', 'Drama', 'Family']",6.5,4429,66.0,67.0,359126022,2010-06-10,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1417,39013,Winter's Bone,['Drama'],6.8,1276,94.0,76.0,13831503,2010-06-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1418,38199,Unthinkable,"['Drama', 'Thriller']",6.7,818,,,0,2010-06-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1419,37834,Knight and Day,"['Action', 'Comedy']",6.1,3319,52.0,49.0,261930431,2010-06-15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,45535,Fatal,['Comedy'],5.9,468,,,8929413,2010-06-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,10193,Toy Story 3,"['Animation', 'Family', 'Comedy']",7.8,11451,98.0,90.0,1066969703,2010-06-16,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1422,43947,I Spit on Your Grave,"['Thriller', 'Crime', 'Horror']",6.5,1562,,,572809,2010-06-17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1423,44147,Wild Target,"['Action', 'Comedy']",6.4,493,33.0,56.0,3453043,2010-06-17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,20533,Jonah Hex,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",4.8,1034,12.0,20.0,10539000,2010-06-18,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1425,43933,Monsters,"['Drama', 'Thriller', 'Science Fiction']",6.2,1137,73.0,53.0,5639730,2010-06-18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1426,24021,The Twilight Saga: Eclipse,"['Adventure', 'Fantasy', 'Drama', 'Romance']",6.2,6899,48.0,60.0,698491347,2010-06-23,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1427,38365,Grown Ups,['Comedy'],6.3,4453,11.0,62.0,271430189,2010-06-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,10196,The Last Airbender,"['Action', 'Adventure', 'Fantasy']",4.7,2933,5.0,30.0,319713881,2010-06-30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1429,34851,Predators,"['Science Fiction', 'Action', 'Thriller']",6.2,2824,64.0,52.0,127233108,2010-07-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1430,20352,Despicable Me,"['Family', 'Animation', 'Comedy']",7.2,12291,81.0,82.0,533679475,2010-07-08,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1431,39781,The Kids Are All Right,"['Comedy', 'Drama']",6.6,1116,92.0,74.0,34705850,2010-07-09,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1432,41216,Legend of the Guardians: The Owls of Ga'Hoole,"['Animation', 'Adventure', 'Family', 'Fantasy']",6.7,1687,52.0,63.0,140073390,2010-07-10,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1433,27022,The Sorcerer's Apprentice,"['Fantasy', 'Adventure', 'Action']",6.1,3918,40.0,53.0,215283742,2010-07-13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1434,27205,Inception,"['Action', 'Science Fiction', 'Adventure']",8.3,29167,87.0,91.0,825532764,2010-07-15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1435,43549,The Experiment,"['Thriller', 'Drama']",6.4,865,,,0,2010-07-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1436,51739,The Secret World of Arrietty,"['Fantasy', 'Animation', 'Family']",7.6,1936,,,145570827,2010-07-16,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1437,27576,Salt,"['Action', 'Mystery', 'Thriller']",6.4,4217,61.0,59.0,293329073,2010-07-21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
